Alta Clinica Codigo Amb;Alta Clinica Nome Amb;Setor - Centro de Custo;Tp Categoria Vl Custo;Tp Categoria Vl Custo (copy);Vl Categoria Vl Custo;Vl Faturado Amb;Cd Cen Cus;Cd Setor;Cd Setor Grupo;Dt Competencia;Nm Nivel2 Setor;Nm Nivel3 Setor;Nm Nivel4 Setor;Nm Setor;Nm Setor Grupo;Qt Pessoal Medico Rateio;Qt Pessoal Naomedico Rateio
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;MAT MED USO NO PACIENTE;vl_matmed_paciente_total;0;;05.30.11.01.00;1203;6808;01/01/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;NAO OPERACIONAIS;vl_nao_operacionais_total;0;;05.30.11.01.00;1203;6808;01/01/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;PESSOAL MEDICO;vl_pessoal_medico_total;0;;05.30.11.01.00;1203;6808;01/01/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;PESSOAL NAO MEDICO;vl_pessoal_nmedico_total;59452;;05.30.11.01.00;1203;6808;01/01/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;PRESTACAO SERVICOS;vl_prestacao_servico_total;50095;;05.30.11.01.00;1203;6808;01/01/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;RATEIO ABSORVIDO;vl_absorvido_total;14648.8812;;05.30.11.01.00;1203;6808;01/02/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;GERAIS;vl_gerais_total;4894;;05.30.11.01.00;1203;6808;01/02/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;MAT CONSUMO GERAL;vl_mat_consumo_geral_total;1379;;05.30.11.01.00;1203;6808;01/02/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;MAT MED USO NO PACIENTE;vl_matmed_paciente_total;0;;05.30.11.01.00;1203;6808;01/02/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;NAO OPERACIONAIS;vl_nao_operacionais_total;0;;05.30.11.01.00;1203;6808;01/02/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;PESSOAL MEDICO;vl_pessoal_medico_total;0;;05.30.11.01.00;1203;6808;01/02/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;PESSOAL NAO MEDICO;vl_pessoal_nmedico_total;59501;;05.30.11.01.00;1203;6808;01/02/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;PRESTACAO SERVICOS;vl_prestacao_servico_total;37749;;05.30.11.01.00;1203;6808;01/02/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;RATEIO ABSORVIDO;vl_absorvido_total;13842.7267;;05.30.11.01.00;1203;6808;01/03/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;GERAIS;vl_gerais_total;1290;;05.30.11.01.00;1203;6808;01/03/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;MAT CONSUMO GERAL;vl_mat_consumo_geral_total;1308;;05.30.11.01.00;1203;6808;01/03/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;MAT MED USO NO PACIENTE;vl_matmed_paciente_total;0;;05.30.11.01.00;1203;6808;01/03/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;NAO OPERACIONAIS;vl_nao_operacionais_total;0;;05.30.11.01.00;1203;6808;01/03/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;PESSOAL MEDICO;vl_pessoal_medico_total;0;;05.30.11.01.00;1203;6808;01/03/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;PESSOAL NAO MEDICO;vl_pessoal_nmedico_total;60923;;05.30.11.01.00;1203;6808;01/03/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;PRESTACAO SERVICOS;vl_prestacao_servico_total;40148;;05.30.11.01.00;1203;6808;01/03/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;RATEIO ABSORVIDO;vl_absorvido_total;14893.8345;;05.30.11.01.00;1203;6808;01/04/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;GERAIS;vl_gerais_total;1070;;05.30.11.01.00;1203;6808;01/04/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;MAT CONSUMO GERAL;vl_mat_consumo_geral_total;1317;;05.30.11.01.00;1203;6808;01/04/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;MAT MED USO NO PACIENTE;vl_matmed_paciente_total;0;;05.30.11.01.00;1203;6808;01/04/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;NAO OPERACIONAIS;vl_nao_operacionais_total;0;;05.30.11.01.00;1203;6808;01/04/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;PESSOAL MEDICO;vl_pessoal_medico_total;0;;05.30.11.01.00;1203;6808;01/04/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;PESSOAL NAO MEDICO;vl_pessoal_nmedico_total;61339;;05.30.11.01.00;1203;6808;01/04/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;PRESTACAO SERVICOS;vl_prestacao_servico_total;46632;;05.30.11.01.00;1203;6808;01/04/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;RATEIO ABSORVIDO;vl_absorvido_total;16817.4305;;05.30.11.01.00;1203;6808;01/05/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;GERAIS;vl_gerais_total;2121;;05.30.11.01.00;1203;6808;01/05/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;MAT CONSUMO GERAL;vl_mat_consumo_geral_total;1349;;05.30.11.01.00;1203;6808;01/05/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;MAT MED USO NO PACIENTE;vl_matmed_paciente_total;0;;05.30.11.01.00;1203;6808;01/05/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;NAO OPERACIONAIS;vl_nao_operacionais_total;0;;05.30.11.01.00;1203;6808;01/05/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;PESSOAL MEDICO;vl_pessoal_medico_total;0;;05.30.11.01.00;1203;6808;01/05/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;PESSOAL NAO MEDICO;vl_pessoal_nmedico_total;60850;;05.30.11.01.00;1203;6808;01/05/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;PRESTACAO SERVICOS;vl_prestacao_servico_total;74911;;05.30.11.01.00;1203;6808;01/05/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;7.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;RATEIO ABSORVIDO;vl_absorvido_total;15714.8525;;05.30.11.01.00;1203;6808;01/06/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;8.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;GERAIS;vl_gerais_total;812;;05.30.11.01.00;1203;6808;01/06/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;8.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;MAT CONSUMO GERAL;vl_mat_consumo_geral_total;1323;;05.30.11.01.00;1203;6808;01/06/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;8.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;MAT MED USO NO PACIENTE;vl_matmed_paciente_total;0;;05.30.11.01.00;1203;6808;01/06/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;8.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;NAO OPERACIONAIS;vl_nao_operacionais_total;116;;05.30.11.01.00;1203;6808;01/06/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;8.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;PESSOAL MEDICO;vl_pessoal_medico_total;0;;05.30.11.01.00;1203;6808;01/06/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;8.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;PESSOAL NAO MEDICO;vl_pessoal_nmedico_total;68325;;05.30.11.01.00;1203;6808;01/06/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;8.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;PRESTACAO SERVICOS;vl_prestacao_servico_total;49985;;05.30.11.01.00;1203;6808;01/06/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;8.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;RATEIO ABSORVIDO;vl_absorvido_total;16866.8704;;05.30.11.01.00;1203;6808;01/07/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;8.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;GERAIS;vl_gerais_total;943;;05.30.11.01.00;1203;6808;01/07/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;8.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;MAT CONSUMO GERAL;vl_mat_consumo_geral_total;1308;;05.30.11.01.00;1203;6808;01/07/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;8.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;MAT MED USO NO PACIENTE;vl_matmed_paciente_total;0;;05.30.11.01.00;1203;6808;01/07/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;8.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;NAO OPERACIONAIS;vl_nao_operacionais_total;0;;05.30.11.01.00;1203;6808;01/07/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;8.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;PESSOAL MEDICO;vl_pessoal_medico_total;0;;05.30.11.01.00;1203;6808;01/07/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;8.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;PESSOAL NAO MEDICO;vl_pessoal_nmedico_total;68184;;05.30.11.01.00;1203;6808;01/07/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;8.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;PRESTACAO SERVICOS;vl_prestacao_servico_total;58749;;05.30.11.01.00;1203;6808;01/07/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;8.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;RATEIO ABSORVIDO;vl_absorvido_total;14750.1103;;05.30.11.01.00;1203;6808;01/08/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;8.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;GERAIS;vl_gerais_total;579;;05.30.11.01.00;1203;6808;01/08/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;8.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;MAT CONSUMO GERAL;vl_mat_consumo_geral_total;1336;;05.30.11.01.00;1203;6808;01/08/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;8.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;MAT MED USO NO PACIENTE;vl_matmed_paciente_total;0;;05.30.11.01.00;1203;6808;01/08/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;8.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;NAO OPERACIONAIS;vl_nao_operacionais_total;14;;05.30.11.01.00;1203;6808;01/08/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;8.99
;;1203 - CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;PESSOAL MEDICO;vl_pessoal_medico_total;0;;05.30.11.01.00;1203;6808;01/08/2019;UNIDADES AUXILIARES DE APOIO GERAL;TECNOLOGIA INFORMACAO;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;CENTRO ESPECIALIZADO TECNOLOGIA INFORMACAO - CETI;TECNOLOGIA INFORMACAO;0;8.99
